,index,type,activity,key,fromUser,beginAt,endedAt,Duration
76,173108,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T19:43:29.825Z,2020-07-17T19:44:26.232Z,56.407
77,173109,discrete,swipe_user_post,5f0e247a53030f00279f5e13,ObjectId(5f109fadf6129800278fcc01),,,
78,173110,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T19:52:11.707Z,2020-07-17T19:52:12.007Z,0.3
79,173111,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:01:17.703Z,2020-07-17T20:01:25.539Z,7.836
80,173112,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:14:34.631Z,2020-07-17T20:14:37.079Z,2.448
81,173113,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:18:24.440Z,2020-07-17T20:18:49.110Z,24.67
82,173114,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:18:25.786Z,2020-07-17T20:18:38.778Z,12.992
83,173115,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:18:38.777Z,2020-07-17T20:18:46.856Z,8.079
84,173116,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:18:46.856Z,2020-07-17T20:18:47.627Z,0.771
85,173117,continuous,view_tab_chat,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:18:47.626Z,2020-07-17T20:18:47.925Z,0.299
86,173118,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:18:47.925Z,2020-07-17T20:18:48.263Z,0.338
87,173119,continuous,view_tab_portal,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:18:48.263Z,2020-07-17T20:18:49.110Z,0.847
88,173120,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:20:46.476Z,2020-07-17T20:21:08.070Z,21.594
89,173121,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:20:46.698Z,2020-07-17T20:20:47.466Z,0.768
90,173122,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:20:47.466Z,2020-07-17T20:20:51.203Z,3.737
91,173123,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:20:51.202Z,2020-07-17T20:20:52.257Z,1.055
92,173124,continuous,view_tab_portal,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:20:52.257Z,2020-07-17T20:21:02.115Z,9.858
93,173125,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:21:02.115Z,2020-07-17T20:21:02.922Z,0.807
94,173126,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:21:02.921Z,2020-07-17T20:21:04.892Z,1.971
95,173127,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:21:04.891Z,2020-07-17T20:21:07.579Z,2.688
96,173128,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:21:07.578Z,2020-07-17T20:21:08.070Z,0.492
97,173129,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:33:48.278Z,2020-07-17T20:34:11.067Z,22.789
98,173130,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:33:51.584Z,2020-07-17T20:33:52.940Z,1.356
99,173131,continuous,view_tab_portal,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:33:52.940Z,2020-07-17T20:34:11.067Z,18.127
100,173132,discrete,swipe_user_post,5f0e247a53030f00279f5e13,ObjectId(5f109fadf6129800278fcc01),,,
101,173133,discrete,swipe_user_post,5f0e247a53030f00279f5e13,ObjectId(5f109fadf6129800278fcc01),,,
102,173134,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T20:43:33.743Z,2020-07-17T20:43:36.804Z,3.061
103,173135,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:36:13.473Z,2020-07-17T21:36:50.158Z,36.685
104,173136,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:36:18.004Z,2020-07-17T21:36:49.215Z,31.211
105,173137,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:36:49.215Z,2020-07-17T21:36:50.158Z,0.943
106,173138,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:38:53.195Z,2020-07-17T21:38:54.972Z,1.777
107,173139,continuous,view_tab_chat,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:38:53.413Z,2020-07-17T21:38:53.422Z,0.009
108,173140,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:38:53.421Z,2020-07-17T21:38:54.972Z,1.551
109,173141,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:38:55.886Z,2020-07-17T21:39:22.001Z,26.115
110,173142,continuous,view_tab_portal,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:38:56.102Z,2020-07-17T21:39:21.740Z,25.638
111,173143,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:38:56.101Z,2020-07-17T21:38:56.102Z,0.001
112,173144,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:39:21.740Z,2020-07-17T21:39:22.001Z,0.261
113,173145,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:57:56.655Z,2020-07-17T21:58:05.011Z,8.356
114,173146,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:57:56.920Z,2020-07-17T21:57:58.821Z,1.901
115,173147,continuous,view_tab_portal,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:57:58.820Z,2020-07-17T21:58:02.344Z,3.524
116,173148,continuous,view_tab_chat,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:58:02.344Z,2020-07-17T21:58:02.764Z,0.42
117,173149,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:58:02.764Z,2020-07-17T21:58:03.266Z,0.502
118,173150,continuous,view_tab_chat,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:58:03.265Z,2020-07-17T21:58:03.921Z,0.656
119,173151,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:58:03.920Z,2020-07-17T21:58:04.317Z,0.397
120,173152,continuous,view_tab_portal,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:58:04.317Z,2020-07-17T21:58:04.665Z,0.348
121,173153,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-17T21:58:04.665Z,2020-07-17T21:58:05.011Z,0.346
122,173154,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T00:01:09.414Z,2020-07-18T00:01:52.847Z,43.433
123,173155,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T00:01:09.674Z,2020-07-18T00:01:44.467Z,34.793
124,173156,continuous,read_article,5f0e6cd079c7430026c5c34f,ObjectId(5f109fadf6129800278fcc01),2020-07-18T00:01:11.339Z,2020-07-18T00:01:43.727Z,32.388
125,173157,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T00:01:44.467Z,2020-07-18T00:01:44.747Z,0.28
126,173158,continuous,view_tab_chat,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T00:01:44.747Z,2020-07-18T00:01:45.838Z,1.091
127,173159,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T00:01:45.838Z,2020-07-18T00:01:47.316Z,1.478
128,173160,continuous,view_tab_portal,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T00:01:47.315Z,2020-07-18T00:01:52.847Z,5.532
129,173161,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T00:31:01.930Z,2020-07-18T00:31:14.541Z,12.611
130,173162,discrete,view_user,5f0f4928d86cda002712de43,ObjectId(5f109fadf6129800278fcc01),,,
131,173163,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T01:21:07.928Z,2020-07-18T01:21:50.699Z,42.771
132,173164,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T01:21:08.164Z,2020-07-18T01:21:50.699Z,42.535
133,173165,continuous,read_article,5f11ce055b9be7002753c418,ObjectId(5f109fadf6129800278fcc01),2020-07-18T01:21:18.896Z,2020-07-18T01:21:23.526Z,4.63
134,173166,continuous,read_article,5f1179287ac8630026a1c1f5,ObjectId(5f109fadf6129800278fcc01),2020-07-18T01:21:30.764Z,2020-07-18T01:21:40.257Z,9.493
135,173167,continuous,read_article,5eba24eacba92b00256ffdc6,ObjectId(5f109fadf6129800278fcc01),2020-07-18T01:21:42.347Z,2020-07-18T01:21:43.788Z,1.441
136,173168,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T01:26:26.925Z,2020-07-18T01:27:01.929Z,35.004
137,173169,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T01:26:27.150Z,2020-07-18T01:26:27.692Z,0.542
138,173170,continuous,view_tab_portal,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T01:26:27.692Z,2020-07-18T01:27:00.334Z,32.642
139,173171,discrete,swipe_user_post,5ec061d4839444002690c4f4,ObjectId(5f109fadf6129800278fcc01),,,
140,173172,discrete,swipe_user_post,5ec061d4839444002690c4f4,ObjectId(5f109fadf6129800278fcc01),,,
141,173173,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T01:27:00.333Z,2020-07-18T01:27:01.246Z,0.913
142,173174,continuous,view_tab_chat,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T01:27:01.246Z,2020-07-18T01:27:01.929Z,0.683
143,173175,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T03:24:57.788Z,2020-07-18T03:25:30.309Z,32.521
144,173176,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T03:24:58.025Z,2020-07-18T03:25:06.063Z,8.038
145,173177,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T03:24:58.025Z,2020-07-18T03:24:58.025Z,0.0
146,173178,continuous,view_tab_portal,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T03:25:06.062Z,2020-07-18T03:25:30.309Z,24.247
147,173179,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T03:52:53.810Z,2020-07-18T03:54:02.380Z,68.57
148,173180,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T03:52:54.034Z,2020-07-18T03:52:55.093Z,1.059
149,173181,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T03:52:55.093Z,2020-07-18T03:53:03.954Z,8.861
150,173182,continuous,view_tab_portal,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T03:53:03.953Z,2020-07-18T03:53:58.722Z,54.769
151,173183,discrete,swipe_user_post,5ee5779d278a210026c605f8,ObjectId(5f109fadf6129800278fcc01),,,
152,173184,discrete,swipe_user_post,5ee5779d278a210026c605f8,ObjectId(5f109fadf6129800278fcc01),,,
153,173185,discrete,swipe_user_post,5ee5779d278a210026c605f8,ObjectId(5f109fadf6129800278fcc01),,,
154,173186,discrete,swipe_user_post,5ee5779d278a210026c605f8,ObjectId(5f109fadf6129800278fcc01),,,
155,173187,discrete,swipe_user_post,5ee5779d278a210026c605f8,ObjectId(5f109fadf6129800278fcc01),,,
156,173188,discrete,swipe_user_post,5ee5779d278a210026c605f8,ObjectId(5f109fadf6129800278fcc01),,,
157,173189,discrete,swipe_user_post,5ee5779d278a210026c605f8,ObjectId(5f109fadf6129800278fcc01),,,
158,173190,discrete,swipe_user_post,5ee5779d278a210026c605f8,ObjectId(5f109fadf6129800278fcc01),,,
159,173191,discrete,swipe_user_post,5ee5779d278a210026c605f8,ObjectId(5f109fadf6129800278fcc01),,,
160,173192,discrete,swipe_user_post,5f0e8f91d86cda002712dc98,ObjectId(5f109fadf6129800278fcc01),,,
161,173193,discrete,swipe_user_post,5f0e8f91d86cda002712dc98,ObjectId(5f109fadf6129800278fcc01),,,
162,173194,discrete,swipe_user_post,5f109fadf6129800278fcc01,ObjectId(5f109fadf6129800278fcc01),,,
163,173195,discrete,swipe_user_post,5f109fadf6129800278fcc01,ObjectId(5f109fadf6129800278fcc01),,,
164,173196,discrete,swipe_user_post,5f109fadf6129800278fcc01,ObjectId(5f109fadf6129800278fcc01),,,
165,173197,discrete,swipe_user_post,5f109fadf6129800278fcc01,ObjectId(5f109fadf6129800278fcc01),,,
166,173198,discrete,swipe_user_post,5f109fadf6129800278fcc01,ObjectId(5f109fadf6129800278fcc01),,,
167,173199,discrete,swipe_user_post,5ec062518d9db90027bb2bb1,ObjectId(5f109fadf6129800278fcc01),,,
168,173200,discrete,swipe_user_post,5ec062518d9db90027bb2bb1,ObjectId(5f109fadf6129800278fcc01),,,
169,173201,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T03:53:58.722Z,2020-07-18T03:53:59.562Z,0.84
170,173202,continuous,view_tab_portal,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T03:53:59.562Z,2020-07-18T03:54:00.401Z,0.839
171,173203,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T03:54:00.401Z,2020-07-18T03:54:01.441Z,1.04
172,173204,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T03:54:01.441Z,2020-07-18T03:54:02.380Z,0.939
173,173205,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T14:30:17.995Z,2020-07-18T14:33:29.131Z,191.136
174,173206,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T14:30:18.212Z,2020-07-18T14:30:36.821Z,18.609
175,173207,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T14:30:36.821Z,2020-07-18T14:30:42.027Z,5.206
176,173208,continuous,view_tab_portal,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T14:30:42.027Z,2020-07-18T14:33:29.131Z,167.104
177,173209,discrete,swipe_user_post,5f0e247a53030f00279f5e13,ObjectId(5f109fadf6129800278fcc01),,,
178,173210,discrete,swipe_user_post,5f0e247a53030f00279f5e13,ObjectId(5f109fadf6129800278fcc01),,,
179,173211,discrete,swipe_user_post,5f0c7cf953030f00279f5cba,ObjectId(5f109fadf6129800278fcc01),,,
180,173212,discrete,swipe_user_post,5f0c7cf953030f00279f5cba,ObjectId(5f109fadf6129800278fcc01),,,
181,173213,discrete,swipe_user_post,5f0e8c9031768e002687f49e,ObjectId(5f109fadf6129800278fcc01),,,
182,173214,discrete,swipe_user_post,5f0e8c9031768e002687f49e,ObjectId(5f109fadf6129800278fcc01),,,
183,173215,discrete,swipe_user_post,5f0e8c9031768e002687f49e,ObjectId(5f109fadf6129800278fcc01),,,
184,173216,discrete,swipe_user_post,5f0e8c9031768e002687f49e,ObjectId(5f109fadf6129800278fcc01),,,
185,173217,discrete,swipe_user_post,5f0e8737f6129800278fc898,ObjectId(5f109fadf6129800278fcc01),,,
186,173218,discrete,swipe_user_post,5ed9947ae9a73e0026b4e88c,ObjectId(5f109fadf6129800278fcc01),,,
187,173219,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T15:39:49.352Z,2020-07-18T15:40:38.683Z,49.331
188,173220,continuous,view_tab_discover,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T15:39:49.577Z,2020-07-18T15:40:36.273Z,46.696
189,173221,continuous,read_article,5f0f6720c7aec00027d01026,ObjectId(5f109fadf6129800278fcc01),2020-07-18T15:39:49.733Z,2020-07-18T15:39:53.440Z,3.707
190,173222,continuous,read_article,5ee57f9ac56bec002694e2a2,ObjectId(5f109fadf6129800278fcc01),2020-07-18T15:40:09.533Z,2020-07-18T15:40:26.330Z,16.797
191,173223,continuous,read_article,5f118d8d7ac8630026a1c216,ObjectId(5f109fadf6129800278fcc01),2020-07-18T15:40:29.407Z,2020-07-18T15:40:35.198Z,5.791
192,173224,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T15:40:36.273Z,2020-07-18T15:40:36.702Z,0.429
193,173225,continuous,view_tab_chat,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T15:40:36.702Z,2020-07-18T15:40:37.758Z,1.056
194,173226,continuous,view_tab_activity,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T15:40:37.758Z,2020-07-18T15:40:37.771Z,0.013
195,173227,continuous,view_tab_portal,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T15:40:37.770Z,2020-07-18T15:40:38.683Z,0.913
196,173228,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T15:40:39.690Z,2020-07-18T15:40:57.007Z,17.317
197,173229,continuous,connection,,ObjectId(5f109fadf6129800278fcc01),2020-07-18T19:18:08.794Z,2020-07-18T19:22:13.339Z,244.545
