,index,type,activity,key,fromUser,beginAt,endedAt
68,198348,continuous,connection,,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:42:20.518Z,2020-08-13T03:42:45.800Z
69,198349,continuous,connection,,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:43:20.069Z,2020-08-13T03:43:39.045Z
70,198350,discrete,click_article_chat_button,5ed4886da777be0027946ae5,ObjectId(5f1d311031768e002687fef8),,
71,198351,continuous,connection,,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:43:41.320Z,2020-08-13T03:45:15.976Z
72,198352,continuous,connection,,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:47:12.008Z,2020-08-13T03:50:34.705Z
73,198353,continuous,read_article,5f2e13081b993c0026c42c17,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:47:27.794Z,2020-08-13T03:48:11.264Z
74,198354,continuous,read_article,5f04dd52057ad70026b587b2,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:48:18.899Z,2020-08-13T03:48:25.985Z
75,198355,continuous,read_article,5f267b3ee90e8c0027b7004a,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:48:33.794Z,2020-08-13T03:48:41.059Z
76,198356,continuous,read_article,5edb4ec83819930026ccb0c2,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:48:44.413Z,2020-08-13T03:48:51.787Z
77,198357,continuous,read_article,5ee2ef5e10baf300275d6194,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:48:55.032Z,2020-08-13T03:49:56.811Z
78,198358,continuous,read_article,5ed1b9c039a5a900253e3098,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:50:00.030Z,2020-08-13T03:50:34.705Z
79,198359,continuous,connection,,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:51:35.955Z,2020-08-13T03:58:26.155Z
80,198360,continuous,read_article,5ed0dec78f3354002513cdcf,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:57:17.302Z,2020-08-13T03:58:26.155Z
81,198361,continuous,read_article,5f19850bceaedb00278b696a,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:57:27.433Z,2020-08-13T03:57:41.322Z
82,198362,continuous,read_article,5f0ea0359d97310026d7b165,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:57:51.049Z,2020-08-13T03:57:59.580Z
83,198363,continuous,read_article,5ed9aa8ae995800027e1de2c,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:58:03.903Z,2020-08-13T03:58:14.632Z
84,198364,continuous,read_article,5ecf1c0caa493000257ab789,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:58:24.949Z,2020-08-13T03:58:26.155Z
85,198365,continuous,connection,,ObjectId(5f1d311031768e002687fef8),2020-08-13T03:58:38.096Z,2020-08-13T03:58:45.248Z
86,198366,continuous,connection,,ObjectId(5f1d311031768e002687fef8),2020-08-15T09:16:20.350Z,2020-08-15T09:16:42.122Z
87,198367,continuous,view_tab_discover,,ObjectId(5f1d311031768e002687fef8),2020-08-15T09:16:20.461Z,2020-08-15T09:16:20.462Z
88,198368,continuous,view_tab_chat,,ObjectId(5f1d311031768e002687fef8),2020-08-15T09:16:20.461Z,2020-08-15T09:16:35.915Z
89,198369,continuous,read_article,5ed4886da777be0027946ae5,ObjectId(5f1d311031768e002687fef8),2020-08-15T09:16:22.716Z,2020-08-15T09:16:34.295Z
90,198370,continuous,view_tab_discover,,ObjectId(5f1d311031768e002687fef8),2020-08-15T09:16:35.914Z,2020-08-15T09:16:42.122Z
91,198371,continuous,connection,,ObjectId(5f1d6129de92720027ba99d4),2020-07-26T10:55:42.258Z,2020-07-26T10:55:45.497Z
92,198372,continuous,connection,,ObjectId(5f1d6129de92720027ba99d4),2020-07-26T10:55:47.489Z,2020-07-26T10:55:47.693Z
93,198373,continuous,connection,,ObjectId(5f1d6129de92720027ba99d4),2020-07-26T10:55:50.810Z,2020-07-26T10:55:51.039Z
94,198374,continuous,connection,,ObjectId(5f1d6129de92720027ba99d4),2020-07-26T10:55:52.834Z,2020-07-26T11:23:07.031Z
95,198375,continuous,view_tab_discover,,ObjectId(5f1d6129de92720027ba99d4),2020-07-26T10:58:31.703Z,2020-07-26T11:10:37.725Z
96,198376,continuous,read_article,5f0e6cd079c7430026c5c34f,ObjectId(5f1d6129de92720027ba99d4),2020-07-26T10:58:57.757Z,2020-07-26T11:05:38.922Z
97,198377,discrete,view_user,5ec062518d9db90027bb2bb1,ObjectId(5f1d6129de92720027ba99d4),,
98,198378,discrete,view_user,5f0e247a53030f00279f5e13,ObjectId(5f1d6129de92720027ba99d4),,
99,198379,continuous,read_article,5f106fcfc7aec00027d011d1,ObjectId(5f1d6129de92720027ba99d4),2020-07-26T11:01:39.478Z,2020-07-26T11:04:58.721Z
100,198380,continuous,read_article,5f0e6cd079c7430026c5c34f,ObjectId(5f1d6129de92720027ba99d4),2020-07-26T11:05:43.319Z,2020-07-26T11:08:15.335Z
101,198381,discrete,view_user,5f0e247a53030f00279f5e13,ObjectId(5f1d6129de92720027ba99d4),,
102,198382,continuous,read_article,5f18744cceaedb00278b68a2,ObjectId(5f1d6129de92720027ba99d4),2020-07-26T11:08:16.751Z,2020-07-26T11:08:26.391Z
103,198383,continuous,read_article,5eb9c76d9c14e60025d9a6b7,ObjectId(5f1d6129de92720027ba99d4),2020-07-26T11:08:35.187Z,2020-07-26T11:09:10.606Z
104,198384,continuous,read_article,5f1b69f4ceaedb00278b6aec,ObjectId(5f1d6129de92720027ba99d4),2020-07-26T11:09:17.398Z,2020-07-26T11:10:20.964Z
105,198385,continuous,view_tab_portal,,ObjectId(5f1d6129de92720027ba99d4),2020-07-26T11:10:37.725Z,2020-07-26T11:23:07.031Z
106,198386,discrete,swipe_user_post,5f0db5e453030f00279f5d06,ObjectId(5f1d6129de92720027ba99d4),,
107,198387,discrete,swipe_user_post,5f0db5e453030f00279f5d06,ObjectId(5f1d6129de92720027ba99d4),,
108,198388,discrete,swipe_user_post,5f0db5e453030f00279f5d06,ObjectId(5f1d6129de92720027ba99d4),,
109,198389,discrete,swipe_user_post,5f0db5e453030f00279f5d06,ObjectId(5f1d6129de92720027ba99d4),,
110,198390,discrete,view_user,5f0db45fb1ed610027bda974,ObjectId(5f1d6129de92720027ba99d4),,
111,198391,discrete,swipe_user_post,5edb5d4b0f44c80026d4326c,ObjectId(5f1d6129de92720027ba99d4),,
112,198392,discrete,swipe_user_post,5edb5d4b0f44c80026d4326c,ObjectId(5f1d6129de92720027ba99d4),,
113,198393,discrete,swipe_user_post,5f0e9f77f6129800278fc914,ObjectId(5f1d6129de92720027ba99d4),,
114,198394,discrete,swipe_user_post,5f0e9f77f6129800278fc914,ObjectId(5f1d6129de92720027ba99d4),,
115,198395,discrete,view_user,5f0db5e453030f00279f5d06,ObjectId(5f1d6129de92720027ba99d4),,
116,198396,continuous,read_article,5f1567721313440027d4c74b,ObjectId(5f1d6129de92720027ba99d4),2020-07-26T11:16:54.216Z,2020-07-26T11:17:50.085Z
117,198397,discrete,view_user,5f0db5e453030f00279f5d06,ObjectId(5f1d6129de92720027ba99d4),,
118,198398,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T00:13:34.681Z,2020-07-27T00:13:43.165Z
119,198399,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T00:13:45.572Z,2020-07-27T00:13:46.067Z
120,198400,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T00:13:51.715Z,2020-07-27T00:13:52.265Z
121,198401,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T00:13:53.694Z,2020-07-27T00:16:32.174Z
122,198402,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T00:16:34.932Z,2020-07-27T00:24:12.180Z
123,198403,continuous,view_tab_discover,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T00:23:42.450Z,2020-07-27T00:23:56.900Z
124,198404,continuous,view_tab_portal,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T00:23:56.900Z,2020-07-27T00:24:12.180Z
125,198405,discrete,swipe_user_post,5ec062518d9db90027bb2bb1,ObjectId(5f1e1c2ade92720027ba99d6),,
126,198406,discrete,swipe_user_post,5ec062518d9db90027bb2bb1,ObjectId(5f1e1c2ade92720027ba99d6),,
127,198407,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T00:25:09.278Z,2020-07-27T00:25:39.173Z
128,198408,continuous,view_tab_chat,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T00:25:36.353Z,2020-07-27T00:25:37.268Z
129,198409,continuous,view_tab_discover,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T00:25:37.268Z,2020-07-27T00:25:39.173Z
130,198410,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:27:00.253Z,2020-07-27T02:28:28.253Z
131,198411,continuous,view_tab_discover,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:27:00.305Z,2020-07-27T02:27:12.071Z
132,198412,continuous,view_tab_portal,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:27:12.071Z,2020-07-27T02:28:04.904Z
133,198413,continuous,view_tab_chat,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:28:04.904Z,2020-07-27T02:28:06.307Z
134,198414,continuous,view_tab_activity,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:28:06.306Z,2020-07-27T02:28:28.253Z
135,198415,discrete,view_user,5f1e1c2ade92720027ba99d6,ObjectId(5f1e1c2ade92720027ba99d6),,
136,198416,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:35:38.307Z,2020-07-27T02:37:40.339Z
137,198417,continuous,view_tab_discover,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:35:38.342Z,2020-07-27T02:35:39.731Z
138,198418,continuous,view_tab_chat,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:35:39.731Z,2020-07-27T02:35:47.315Z
139,198419,continuous,view_tab_activity,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:35:47.314Z,2020-07-27T02:35:49.260Z
140,198420,continuous,view_tab_portal,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:35:49.260Z,2020-07-27T02:35:50.022Z
141,198421,continuous,view_tab_activity,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:35:50.022Z,2020-07-27T02:35:51.243Z
142,198422,continuous,view_tab_portal,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:35:51.243Z,2020-07-27T02:37:40.339Z
143,198423,discrete,swipe_user_post,5ec062518d9db90027bb2bb1,ObjectId(5f1e1c2ade92720027ba99d6),,
144,198424,discrete,swipe_user_post,5ec062518d9db90027bb2bb1,ObjectId(5f1e1c2ade92720027ba99d6),,
145,198425,discrete,swipe_user_post,5ec062518d9db90027bb2bb1,ObjectId(5f1e1c2ade92720027ba99d6),,
146,198426,discrete,swipe_user_post,5ec062518d9db90027bb2bb1,ObjectId(5f1e1c2ade92720027ba99d6),,
147,198427,discrete,swipe_user_post,5f0db45fb1ed610027bda974,ObjectId(5f1e1c2ade92720027ba99d6),,
148,198428,discrete,swipe_user_post,5f0db45fb1ed610027bda974,ObjectId(5f1e1c2ade92720027ba99d6),,
149,198429,discrete,swipe_user_post,5f0e8737f6129800278fc898,ObjectId(5f1e1c2ade92720027ba99d6),,
150,198430,discrete,swipe_user_post,5f0e8737f6129800278fc898,ObjectId(5f1e1c2ade92720027ba99d6),,
151,198431,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:37:44.078Z,2020-07-27T02:37:48.960Z
152,198432,continuous,view_tab_discover,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:37:44.692Z,2020-07-27T02:37:48.960Z
153,198433,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:38:23.241Z,2020-07-27T02:41:15.430Z
154,198434,continuous,view_tab_portal,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:38:27.014Z,2020-07-27T02:41:15.430Z
155,198435,discrete,swipe_user_post,5f0dd99653030f00279f5d4d,ObjectId(5f1e1c2ade92720027ba99d6),,
156,198436,discrete,swipe_user_post,5f0dd99653030f00279f5d4d,ObjectId(5f1e1c2ade92720027ba99d6),,
157,198437,discrete,view_user,5ec062518d9db90027bb2bb1,ObjectId(5f1e1c2ade92720027ba99d6),,
158,198438,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:41:42.792Z,2020-07-27T02:41:52.145Z
159,198439,discrete,swipe_user_post,5ebf870e8d9db90027bb2b9b,ObjectId(5f1e1c2ade92720027ba99d6),,
160,198440,discrete,swipe_user_post,5ebf870e8d9db90027bb2b9b,ObjectId(5f1e1c2ade92720027ba99d6),,
161,198441,discrete,swipe_user_post,5ebf870e8d9db90027bb2b9b,ObjectId(5f1e1c2ade92720027ba99d6),,
162,198442,discrete,swipe_user_post,5ebf870e8d9db90027bb2b9b,ObjectId(5f1e1c2ade92720027ba99d6),,
163,198443,discrete,swipe_user_post,5ebf870e8d9db90027bb2b9b,ObjectId(5f1e1c2ade92720027ba99d6),,
164,198444,discrete,swipe_user_post,5ebf870e8d9db90027bb2b9b,ObjectId(5f1e1c2ade92720027ba99d6),,
165,198445,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:42:07.902Z,2020-07-27T02:42:51.485Z
166,198446,continuous,view_tab_chat,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:42:08.994Z,2020-07-27T02:42:09.884Z
167,198447,continuous,view_tab_activity,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:42:09.883Z,2020-07-27T02:42:10.827Z
168,198448,continuous,view_tab_portal,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:42:10.827Z,2020-07-27T02:42:51.485Z
169,198449,discrete,view_user,5f1e1c2ade92720027ba99d6,ObjectId(5f1e1c2ade92720027ba99d6),,
170,198450,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:43:00.034Z,2020-07-27T02:43:45.395Z
171,198451,continuous,view_tab_discover,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:43:08.323Z,2020-07-27T02:43:44.203Z
172,198452,continuous,read_article,5f199e2bc8aa510027538e6d,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:43:10.793Z,2020-07-27T02:43:43.036Z
173,198453,continuous,view_tab_chat,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T02:43:44.203Z,2020-07-27T02:43:45.395Z
174,198454,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T03:03:27.621Z,2020-07-27T03:03:33.447Z
175,198455,continuous,view_tab_discover,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T03:03:28.741Z,2020-07-27T03:03:30.890Z
176,198456,continuous,view_tab_chat,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T03:03:30.890Z,2020-07-27T03:03:33.447Z
177,198457,continuous,connection,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T03:05:24.631Z,2020-07-27T03:05:35.321Z
178,198458,continuous,view_tab_discover,,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T03:05:25.513Z,2020-07-27T03:05:35.321Z
179,198459,continuous,read_article,5f18744cceaedb00278b68a2,ObjectId(5f1e1c2ade92720027ba99d6),2020-07-27T03:05:27.751Z,2020-07-27T03:05:33.288Z
180,198460,continuous,connection,,ObjectId(5f1e4120de92720027ba99d7),2020-07-27T02:51:24.913Z,2020-07-27T02:51:44.994Z
181,198461,continuous,connection,,ObjectId(5f1e4120de92720027ba99d7),2020-07-27T02:51:48.994Z,2020-07-27T02:51:59.066Z
182,198462,continuous,connection,,ObjectId(5f1e4120de92720027ba99d7),2020-07-27T02:52:01.962Z,2020-07-27T02:52:33.018Z
183,198463,continuous,connection,,ObjectId(5f1e4120de92720027ba99d7),2020-07-27T03:24:04.768Z,2020-07-27T03:24:05.414Z
184,198464,continuous,connection,,ObjectId(5f1e4120de92720027ba99d7),2020-07-27T03:26:23.505Z,2020-07-27T03:32:59.107Z
185,198465,continuous,view_tab_discover,,ObjectId(5f1e4120de92720027ba99d7),2020-07-27T03:27:32.632Z,2020-07-27T03:28:10.093Z
186,198466,continuous,view_tab_portal,,ObjectId(5f1e4120de92720027ba99d7),2020-07-27T03:28:10.093Z,2020-07-27T03:32:59.107Z
187,198467,discrete,swipe_user_post,5f0dc19a53030f00279f5d12,ObjectId(5f1e4120de92720027ba99d7),,
188,198468,discrete,view_user,5ec062518d9db90027bb2bb1,ObjectId(5f1e4120de92720027ba99d7),,
189,198469,discrete,swipe_user_post,5f0db45fb1ed610027bda974,ObjectId(5f1e4120de92720027ba99d7),,
190,198470,discrete,swipe_user_post,5f0db45fb1ed610027bda974,ObjectId(5f1e4120de92720027ba99d7),,
191,198471,discrete,swipe_user_post,5f0db45fb1ed610027bda974,ObjectId(5f1e4120de92720027ba99d7),,
192,198472,continuous,connection,,ObjectId(5f1e4120de92720027ba99d7),2020-07-27T03:34:18.133Z,2020-07-27T03:34:51.518Z
193,198473,discrete,swipe_user_post,5f0db45fb1ed610027bda974,ObjectId(5f1e4120de92720027ba99d7),,
194,198474,discrete,swipe_user_post,5f0db5e453030f00279f5d06,ObjectId(5f1e4120de92720027ba99d7),,
195,198475,discrete,swipe_user_post,5f0db5e453030f00279f5d06,ObjectId(5f1e4120de92720027ba99d7),,
196,198476,discrete,swipe_user_post,5f0db5e453030f00279f5d06,ObjectId(5f1e4120de92720027ba99d7),,
197,198477,discrete,swipe_user_post,5f0db5e453030f00279f5d06,ObjectId(5f1e4120de92720027ba99d7),,
198,198478,discrete,swipe_user_post,5f0db5e453030f00279f5d06,ObjectId(5f1e4120de92720027ba99d7),,
199,198479,discrete,swipe_user_post,5eca56e5bc7f0a00273b582d,ObjectId(5f1e4120de92720027ba99d7),,
