,index,type,activity,key,fromUser,beginAt,endedAt,Duration
0,218594,continuous,view_tab_portal,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:13:02.815Z,2020-08-10T23:13:27.603Z,24.788
1,218595,continuous,view_tab_discover,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:13:27.603Z,2020-08-10T23:24:56.314Z,688.711
2,218596,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:25:01.045Z,2020-08-10T23:25:02.513Z,1.468
3,218597,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:25:28.131Z,2020-08-10T23:25:32.154Z,4.023
4,218598,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:27:20.665Z,2020-08-10T23:28:24.082Z,63.417
5,218599,continuous,view_tab_discover,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:27:20.715Z,2020-08-10T23:28:24.082Z,63.367
6,218600,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:28:29.137Z,2020-08-10T23:28:33.062Z,3.925
7,218601,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:28:38.047Z,2020-08-10T23:28:49.330Z,11.283
8,218602,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:28:51.677Z,2020-08-10T23:29:01.141Z,9.464
9,218603,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:29:04.789Z,2020-08-10T23:29:23.966Z,19.177
10,218604,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:29:28.312Z,2020-08-10T23:29:36.847Z,8.535
11,218605,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:29:40.122Z,2020-08-10T23:29:47.010Z,6.888
12,218606,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:29:51.019Z,2020-08-10T23:30:01.999Z,10.98
13,218607,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:30:06.006Z,2020-08-10T23:30:13.807Z,7.801
14,218608,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:30:19.537Z,2020-08-10T23:30:37.036Z,17.499
15,218609,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:30:40.257Z,2020-08-10T23:50:41.173Z,1200.916
16,218610,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:51:28.920Z,2020-08-10T23:57:23.594Z,354.674
17,218611,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-10T23:58:11.813Z,2020-08-11T00:00:11.012Z,119.199
18,218612,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:00:44.441Z,2020-08-11T00:00:46.758Z,2.317
19,218613,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:00:46.982Z,2020-08-11T00:00:50.054Z,3.072
20,218614,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:00:47.581Z,2020-08-11T00:00:50.054Z,2.473
21,218615,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:00:50.412Z,2020-08-11T00:00:58.121Z,7.709
22,218616,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:00:58.481Z,2020-08-11T00:01:02.188Z,3.707
23,218617,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:00:59.529Z,2020-08-11T00:01:02.188Z,2.659
24,218618,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:01:02.530Z,2020-08-11T00:01:28.481Z,25.951
25,218619,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:01:52.117Z,2020-08-11T00:02:22.118Z,30.001
26,218620,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:04:47.787Z,2020-08-11T00:04:49.056Z,1.269
27,218621,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:04:49.174Z,2020-08-11T00:09:32.799Z,283.625
28,218622,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:04:50.309Z,2020-08-11T00:09:32.799Z,282.49
29,218623,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:10:02.587Z,2020-08-11T00:10:16.340Z,13.753
30,218624,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:13:27.704Z,2020-08-11T00:14:58.637Z,90.933
31,218625,continuous,view_tab_discover,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:13:27.818Z,2020-08-11T00:14:58.637Z,90.819
32,218626,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:16:06.917Z,2020-08-11T00:16:25.284Z,18.367
33,218627,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:17:00.313Z,2020-08-11T00:21:18.065Z,257.752
34,218628,continuous,view_tab_discover,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:17:00.379Z,2020-08-11T00:21:16.257Z,255.878
35,218629,continuous,read_article,5f31d4a4ed70590027718ae0,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:21:13.015Z,2020-08-11T00:21:15.347Z,2.332
36,218630,continuous,view_tab_activity,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:21:16.256Z,2020-08-11T00:21:18.065Z,1.809
37,218631,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:49:46.119Z,2020-08-11T00:56:56.002Z,429.883
38,218632,continuous,view_tab_discover,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:49:46.246Z,2020-08-11T00:49:47.475Z,1.229
39,218633,continuous,view_tab_activity,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:49:47.472Z,2020-08-11T00:56:56.002Z,428.53
40,218634,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:56:57.554Z,2020-08-11T00:58:31.938Z,94.384
41,218635,continuous,view_tab_discover,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:57:01.504Z,2020-08-11T00:57:07.264Z,5.76
42,218636,continuous,view_tab_portal,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T00:57:07.263Z,2020-08-11T00:58:31.938Z,84.675
43,218637,discrete,view_user,5f2bccd6d4915600271e76f5,ObjectId(5f2bccd6d4915600271e76f5),,,
44,218638,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T01:58:47.789Z,2020-08-11T01:58:58.622Z,10.833
45,218639,continuous,view_tab_discover,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T01:58:47.840Z,2020-08-11T01:58:50.589Z,2.749
46,218640,continuous,view_tab_portal,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T01:58:50.589Z,2020-08-11T01:58:53.579Z,2.99
47,218641,continuous,view_tab_activity,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T01:58:53.579Z,2020-08-11T01:58:56.053Z,2.474
48,218642,continuous,view_tab_chat,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T01:58:56.052Z,2020-08-11T01:58:56.521Z,0.469
49,218643,continuous,view_tab_portal,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T01:58:56.520Z,2020-08-11T01:58:58.622Z,2.102
50,218644,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T02:26:11.195Z,2020-08-11T02:26:14.470Z,3.275
51,218645,continuous,view_tab_discover,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T02:26:11.239Z,2020-08-11T02:26:14.470Z,3.231
52,218646,continuous,connection,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T05:09:40.862Z,2020-08-11T05:09:55.146Z,14.284
53,218647,continuous,view_tab_discover,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T05:09:40.907Z,2020-08-11T05:09:42.817Z,1.91
54,218648,continuous,view_tab_portal,,ObjectId(5f2bccd6d4915600271e76f5),2020-08-11T05:09:42.817Z,2020-08-11T05:09:55.146Z,12.329
55,218649,continuous,connection,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:39:38.184Z,2020-08-06T23:39:42.314Z,4.13
56,218650,continuous,connection,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:39:44.295Z,2020-08-06T23:40:21.344Z,37.049
57,218651,continuous,connection,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:40:28.672Z,2020-08-06T23:40:42.806Z,14.134
58,218652,continuous,connection,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:40:45.420Z,2020-08-06T23:41:29.119Z,43.699
59,218653,continuous,connection,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:41:35.824Z,2020-08-06T23:42:46.013Z,70.189
60,218654,continuous,connection,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:42:48.797Z,2020-08-06T23:44:24.106Z,95.309
61,218655,continuous,connection,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:44:29.515Z,2020-08-06T23:49:20.514Z,290.999
62,218656,continuous,connection,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:49:27.239Z,2020-08-06T23:50:16.643Z,49.404
63,218657,continuous,connection,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:50:47.304Z,2020-08-06T23:55:06.213Z,258.909
64,218658,continuous,view_tab_discover,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:53:47.643Z,2020-08-06T23:54:07.233Z,19.59
65,218659,continuous,view_tab_chat,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:54:07.233Z,2020-08-06T23:54:08.463Z,1.23
66,218660,continuous,view_tab_discover,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:54:08.463Z,2020-08-06T23:54:09.543Z,1.08
67,218661,continuous,view_tab_portal,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:54:09.543Z,2020-08-06T23:54:20.043Z,10.5
68,218662,continuous,view_tab_activity,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:54:20.043Z,2020-08-06T23:54:29.472Z,9.429
69,218663,continuous,view_tab_discover,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:54:29.472Z,2020-08-06T23:54:31.463Z,1.991
70,218664,continuous,view_tab_portal,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:54:31.462Z,2020-08-06T23:55:06.213Z,34.751
71,218665,discrete,view_user,5f2c94b696cc23002701c315,ObjectId(5f2c94b696cc23002701c315),,,
72,218666,continuous,connection,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:58:42.237Z,2020-08-06T23:59:00.948Z,18.711
73,218667,continuous,connection,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:59:24.175Z,2020-08-07T00:00:30.336Z,66.161
74,218668,continuous,view_tab_discover,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:59:53.229Z,2020-08-06T23:59:54.989Z,1.76
75,218669,continuous,view_tab_portal,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:59:54.989Z,2020-08-06T23:59:56.109Z,1.12
76,218670,continuous,view_tab_activity,,ObjectId(5f2c94b696cc23002701c315),2020-08-06T23:59:56.109Z,2020-08-07T00:00:02.459Z,6.35
77,218671,continuous,view_tab_discover,,ObjectId(5f2c94b696cc23002701c315),2020-08-07T00:00:02.459Z,2020-08-07T00:00:03.009Z,0.55
78,218672,continuous,view_tab_chat,,ObjectId(5f2c94b696cc23002701c315),2020-08-07T00:00:03.009Z,2020-08-07T00:00:07.747Z,4.738
79,218673,continuous,view_tab_discover,,ObjectId(5f2c94b696cc23002701c315),2020-08-07T00:00:07.739Z,2020-08-07T00:00:30.336Z,22.597
80,218674,discrete,view_user,5f2c94b696cc23002701c315,ObjectId(5f2c94b696cc23002701c315),,,
81,218675,continuous,connection,,ObjectId(5f2c94b696cc23002701c315),2020-08-08T00:55:50.718Z,2020-08-08T00:58:28.252Z,157.534
82,218676,continuous,view_tab_discover,,ObjectId(5f2c94b696cc23002701c315),2020-08-08T00:55:50.797Z,2020-08-08T00:56:19.147Z,28.35
83,218677,continuous,view_tab_portal,,ObjectId(5f2c94b696cc23002701c315),2020-08-08T00:56:19.147Z,2020-08-08T00:58:28.252Z,129.105
84,218678,discrete,view_user,5eb9c8d89435d00026d49af8,ObjectId(5f2c94b696cc23002701c315),,,
85,218679,continuous,connection,,ObjectId(5f2c94b696cc23002701c315),2020-09-03T13:41:03.985Z,2020-09-03T13:41:09.944Z,5.959
86,218680,continuous,view_tab_discover,,ObjectId(5f2c94b696cc23002701c315),2020-09-03T13:41:04.044Z,2020-09-03T13:41:09.944Z,5.9
87,218681,continuous,connection,,ObjectId(5f2cee262f17cc00266aafea),2020-08-07T06:01:14.615Z,2020-08-07T06:02:06.768Z,52.153
88,218682,continuous,connection,,ObjectId(5f2cee262f17cc00266aafea),2020-08-07T06:02:13.966Z,2020-08-07T06:02:24.789Z,10.823
89,218683,continuous,connection,,ObjectId(5f2cee262f17cc00266aafea),2020-08-07T06:02:25.297Z,2020-08-07T06:02:32.316Z,7.019
90,218684,continuous,connection,,ObjectId(5f2cee262f17cc00266aafea),2020-08-07T06:02:25.932Z,2020-08-07T06:02:32.316Z,6.384
91,218685,continuous,connection,,ObjectId(5f2cee262f17cc00266aafea),2020-08-07T06:02:32.568Z,2020-08-07T06:03:09.521Z,36.953
92,218686,continuous,connection,,ObjectId(5f2cee262f17cc00266aafea),2020-08-07T06:03:18.445Z,2020-08-07T06:03:43.223Z,24.778
93,218687,continuous,connection,,ObjectId(5f2cee262f17cc00266aafea),2020-08-07T06:03:49.282Z,2020-08-07T06:06:26.415Z,157.133
94,218688,continuous,view_tab_discover,,ObjectId(5f2cee262f17cc00266aafea),2020-08-07T06:06:10.183Z,2020-08-07T06:06:26.415Z,16.232
95,218689,continuous,connection,,ObjectId(5f2cee262f17cc00266aafea),2020-08-09T21:56:42.065Z,2020-08-09T22:05:08.797Z,506.732
96,218690,continuous,view_tab_discover,,ObjectId(5f2cee262f17cc00266aafea),2020-08-09T21:56:42.209Z,2020-08-09T22:05:08.797Z,506.588
97,218691,continuous,read_article,5f18744cceaedb00278b68a2,ObjectId(5f2cee262f17cc00266aafea),2020-08-09T21:57:42.884Z,2020-08-09T21:59:13.516Z,90.632
98,218692,continuous,read_article,5ef4bc11fb8c2e0026cfab09,ObjectId(5f2cee262f17cc00266aafea),2020-08-09T21:59:40.622Z,2020-08-09T22:01:07.274Z,86.652
99,218693,continuous,read_article,5f29915fd667ec0026c114fb,ObjectId(5f2cee262f17cc00266aafea),2020-08-09T22:01:13.740Z,2020-08-09T22:01:18.419Z,4.679
100,218694,continuous,read_article,5f23ce56e1e3de00279a6045,ObjectId(5f2cee262f17cc00266aafea),2020-08-09T22:02:10.455Z,2020-08-09T22:05:08.797Z,178.342
101,218695,continuous,connection,,ObjectId(5f2cee262f17cc00266aafea),2020-08-09T22:05:06.879Z,2020-08-09T22:05:08.797Z,1.918
102,218696,continuous,connection,,ObjectId(5f2cee262f17cc00266aafea),2020-08-09T22:05:22.470Z,2020-08-09T22:05:36.879Z,14.409
103,218697,continuous,read_article,5ee131e7a3c38e002786fbd9,ObjectId(5f2cee262f17cc00266aafea),2020-08-09T22:08:41.979Z,2020-08-09T22:09:06.365Z,24.386
104,218698,continuous,read_article,5f21235adb9ddf0026382521,ObjectId(5f2cee262f17cc00266aafea),2020-08-09T22:09:25.961Z,2020-08-09T22:14:57.860Z,331.899
105,218699,continuous,connection,,ObjectId(5f2cee262f17cc00266aafea),2020-08-16T12:45:56.462Z,2020-08-16T12:47:34.036Z,97.574
106,218700,continuous,view_tab_discover,,ObjectId(5f2cee262f17cc00266aafea),2020-08-16T12:45:56.604Z,2020-08-16T12:47:34.036Z,97.432
107,218701,continuous,read_article,5f3864a1964d090027bf7b40,ObjectId(5f2cee262f17cc00266aafea),2020-08-16T12:45:56.949Z,2020-08-16T12:47:34.036Z,97.087
108,218702,continuous,read_article,5f3864a1964d090027bf7b40,ObjectId(5f2cee262f17cc00266aafea),2020-08-16T12:45:57.053Z,2020-08-16T12:47:34.036Z,96.983
109,218703,continuous,read_article,5f3864a1964d090027bf7b40,ObjectId(5f2cee262f17cc00266aafea),2020-08-16T12:45:57.052Z,2020-08-16T12:47:34.036Z,96.984
110,218704,continuous,read_article,5f3864a1964d090027bf7b40,ObjectId(5f2cee262f17cc00266aafea),2020-08-16T12:45:57.115Z,2020-08-16T12:47:34.036Z,96.921
111,218705,discrete,view_user,5ec31128d38e4400261e280c,ObjectId(5f2cee262f17cc00266aafea),,,
112,218706,discrete,view_user,5ec31128d38e4400261e280c,ObjectId(5f2cee262f17cc00266aafea),,,
113,218707,continuous,connection,,ObjectId(5f2cee262f17cc00266aafea),2020-08-16T13:17:56.001Z,2020-08-16T13:18:06.457Z,10.456
114,218708,continuous,connection,,ObjectId(5f2cee262f17cc00266aafea),2020-08-27T01:42:40.239Z,2020-08-27T01:42:42.606Z,2.367
115,218709,continuous,view_tab_discover,,ObjectId(5f2cee262f17cc00266aafea),2020-08-27T01:42:40.321Z,2020-08-27T01:42:42.606Z,2.285
116,218710,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-07T11:04:45.451Z,2020-08-07T11:04:51.686Z,6.235
117,218711,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-07T11:04:54.451Z,2020-08-07T11:05:14.771Z,20.32
118,218712,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-07T11:05:18.671Z,2020-08-07T11:05:43.096Z,24.425
119,218713,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-07T11:06:56.364Z,2020-08-07T11:07:03.428Z,7.064
120,218714,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-07T11:07:40.428Z,2020-08-07T11:09:23.643Z,103.215
121,218715,continuous,view_tab_discover,,ObjectId(5f2d3543d4915600271e777c),2020-08-07T11:09:03.943Z,2020-08-07T11:09:23.643Z,19.7
122,218716,discrete,view_user,5f2d3543d4915600271e777c,ObjectId(5f2d3543d4915600271e777c),,,
123,218717,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-07T12:39:30.115Z,2020-08-07T12:40:21.897Z,51.782
124,218718,continuous,view_tab_discover,,ObjectId(5f2d3543d4915600271e777c),2020-08-07T12:39:30.163Z,2020-08-07T12:39:30.164Z,0.001
125,218719,continuous,view_tab_activity,,ObjectId(5f2d3543d4915600271e777c),2020-08-07T12:39:30.164Z,2020-08-07T12:40:21.897Z,51.733
126,218720,discrete,view_user,5ec31128d38e4400261e280c,ObjectId(5f2d3543d4915600271e777c),,,
127,218721,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-07T12:41:27.542Z,2020-08-07T12:45:01.391Z,213.849
128,218722,continuous,view_tab_discover,,ObjectId(5f2d3543d4915600271e777c),2020-08-07T12:41:27.584Z,2020-08-07T12:45:01.391Z,213.807
129,218723,continuous,read_article,5f2b60d51b993c0026c42b69,ObjectId(5f2d3543d4915600271e777c),2020-08-07T12:41:29.840Z,2020-08-07T12:45:01.391Z,211.551
130,218724,discrete,view_user,5ec31128d38e4400261e280c,ObjectId(5f2d3543d4915600271e777c),,,
131,218725,continuous,read_article,5f1858a2ceaedb00278b688c,ObjectId(5f2d3543d4915600271e777c),2020-08-07T12:42:06.422Z,2020-08-07T12:43:02.401Z,55.979
132,218726,continuous,read_article,5f13bfc9078895002627ccfb,ObjectId(5f2d3543d4915600271e777c),2020-08-07T12:43:07.906Z,2020-08-07T12:43:38.236Z,30.33
133,218727,continuous,read_article,5ee5358310baf300275d61e3,ObjectId(5f2d3543d4915600271e777c),2020-08-07T12:44:05.605Z,2020-08-07T12:45:01.391Z,55.786
134,218728,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-07T13:07:10.248Z,2020-08-07T13:07:30.563Z,20.315
135,218729,continuous,view_tab_discover,,ObjectId(5f2d3543d4915600271e777c),2020-08-07T13:07:10.302Z,2020-08-07T13:07:30.563Z,20.261
136,218730,continuous,read_article,5f2b60d51b993c0026c42b69,ObjectId(5f2d3543d4915600271e777c),2020-08-07T13:07:17.082Z,2020-08-07T13:07:30.563Z,13.481
137,218731,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-08T07:56:03.185Z,2020-08-08T07:56:17.350Z,14.165
138,218732,continuous,view_tab_discover,,ObjectId(5f2d3543d4915600271e777c),2020-08-08T07:56:03.259Z,2020-08-08T07:56:17.350Z,14.091
139,218733,continuous,read_article,5f2b60d51b993c0026c42b69,ObjectId(5f2d3543d4915600271e777c),2020-08-08T07:56:04.314Z,2020-08-08T07:56:17.350Z,13.036
140,218734,discrete,view_user,5ec31128d38e4400261e280c,ObjectId(5f2d3543d4915600271e777c),,,
141,218735,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-08T07:56:21.300Z,2020-08-08T07:57:12.464Z,51.164
142,218736,continuous,read_article,5ef23dcf6e12e500269ffe45,ObjectId(5f2d3543d4915600271e777c),2020-08-08T07:56:42.978Z,2020-08-08T07:57:12.324Z,29.346
143,218737,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-08T07:57:32.923Z,2020-08-08T07:58:09.553Z,36.63
144,218738,continuous,read_article,5ee131e7a3c38e002786fbd9,ObjectId(5f2d3543d4915600271e777c),2020-08-08T07:57:42.252Z,2020-08-08T07:58:01.482Z,19.23
145,218739,continuous,read_article,5ee0cf9dc9286f00262e9d12,ObjectId(5f2d3543d4915600271e777c),2020-08-08T07:58:04.441Z,2020-08-08T07:58:09.553Z,5.112
146,218740,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-08T07:58:36.941Z,2020-08-08T07:58:37.675Z,0.734
147,218741,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-08T07:58:37.974Z,2020-08-08T07:58:38.614Z,0.64
148,218742,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-08T08:00:59.181Z,2020-08-08T08:01:02.745Z,3.564
149,218743,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-08T08:01:40.992Z,2020-08-08T08:02:48.187Z,67.195
150,218744,continuous,read_article,5ef673f97f199a0026979f71,ObjectId(5f2d3543d4915600271e777c),2020-08-08T08:01:50.261Z,2020-08-08T08:02:22.267Z,32.006
151,218745,continuous,read_article,5f0782067c93590026f3ff01,ObjectId(5f2d3543d4915600271e777c),2020-08-08T08:02:30.887Z,2020-08-08T08:02:48.187Z,17.3
152,218746,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-08T08:04:28.500Z,2020-08-08T08:05:08.525Z,40.025
153,218747,continuous,connection,,ObjectId(5f2d3543d4915600271e777c),2020-08-12T06:09:10.133Z,2020-08-12T06:10:53.873Z,103.74
154,218748,continuous,view_tab_discover,,ObjectId(5f2d3543d4915600271e777c),2020-08-12T06:09:10.205Z,2020-08-12T06:10:53.873Z,103.668
155,218749,continuous,read_article,5f31b0aa964d090027bf79e1,ObjectId(5f2d3543d4915600271e777c),2020-08-12T06:09:12.338Z,2020-08-12T06:10:53.873Z,101.535
156,218750,discrete,view_user,5ec31128d38e4400261e280c,ObjectId(5f2d3543d4915600271e777c),,,
157,218751,continuous,connection,,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:11:24.111Z,2020-08-07T20:12:18.254Z,54.143
158,218752,continuous,connection,,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:12:24.180Z,2020-08-07T20:15:16.962Z,172.782
159,218753,continuous,connection,,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:15:34.233Z,2020-08-07T20:15:45.151Z,10.918
160,218754,continuous,connection,,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:16:30.402Z,2020-08-07T20:19:05.534Z,155.132
161,218755,continuous,connection,,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:19:06.371Z,2020-08-07T20:34:50.767Z,944.396
162,218756,continuous,view_tab_discover,,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:24:04.685Z,2020-08-07T20:25:27.629Z,82.944
163,218757,continuous,read_article,5f0dc47a7ed6310026d22b37,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:24:44.207Z,2020-08-07T20:25:06.686Z,22.479
164,218758,discrete,view_user,5f2db55e045f560026fe9211,ObjectId(5f2db55e045f560026fe9211),,,
165,218759,continuous,view_tab_portal,,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:25:27.629Z,2020-08-07T20:27:06.218Z,98.589
166,218760,discrete,swipe_user_post,5eca56e5bc7f0a00273b582d,ObjectId(5f2db55e045f560026fe9211),,,
167,218761,discrete,swipe_user_post,5ee5779d278a210026c605f8,ObjectId(5f2db55e045f560026fe9211),,,
168,218762,discrete,swipe_user_post,5ee5779d278a210026c605f8,ObjectId(5f2db55e045f560026fe9211),,,
169,218763,continuous,view_tab_activity,,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:27:06.218Z,2020-08-07T20:27:08.534Z,2.316
170,218764,continuous,view_tab_chat,,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:27:08.534Z,2020-08-07T20:28:03.644Z,55.11
171,218765,continuous,view_tab_discover,,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:28:03.644Z,2020-08-07T20:33:48.878Z,345.234
172,218766,continuous,read_article,5f04dd52057ad70026b587b2,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:28:22.198Z,2020-08-07T20:29:12.707Z,50.509
173,218767,discrete,click_article_chat_button,5f04dd52057ad70026b587b2,ObjectId(5f2db55e045f560026fe9211),,,
174,218768,discrete,view_user,5ec31128d38e4400261e280c,ObjectId(5f2db55e045f560026fe9211),,,
175,218769,continuous,read_article,5f23ce56e1e3de00279a6045,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:29:20.628Z,2020-08-07T20:32:37.359Z,196.731
176,218770,discrete,view_user,5f0db5e453030f00279f5d06,ObjectId(5f2db55e045f560026fe9211),,,
177,218771,continuous,read_article,5efdada1fb8c2e0026cfad95,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:32:44.517Z,2020-08-07T20:33:47.493Z,62.976
178,218772,discrete,view_user,5eca56e5bc7f0a00273b582d,ObjectId(5f2db55e045f560026fe9211),,,
179,218773,continuous,view_tab_portal,,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:33:48.877Z,2020-08-07T20:34:50.767Z,61.89
180,218774,discrete,swipe_user_post,5f0ee5d8d86cda002712dcb9,ObjectId(5f2db55e045f560026fe9211),,,
181,218775,continuous,connection,,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:35:23.897Z,2020-08-07T20:41:51.538Z,387.641
182,218776,discrete,swipe_user_post,5ee5723d278a210026c605f7,ObjectId(5f2db55e045f560026fe9211),,,
183,218777,discrete,swipe_user_post,5ee5723d278a210026c605f7,ObjectId(5f2db55e045f560026fe9211),,,
184,218778,discrete,view_user,5ec062518d9db90027bb2bb1,ObjectId(5f2db55e045f560026fe9211),,,
185,218779,continuous,connection,,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:41:54.255Z,2020-08-07T20:45:37.114Z,222.859
186,218780,discrete,view_user,5ec17df0b98d6000278c1d50,ObjectId(5f2db55e045f560026fe9211),,,
187,218781,continuous,view_tab_activity,,ObjectId(5f2db55e045f560026fe9211),2020-08-07T20:43:45.823Z,2020-08-07T20:43:47.031Z,1.208
